Rank,Team,Location,YTD,TOTAL
1.,Kaldvee/Lill,Estonia,189.8,189.8
2.,Gill/Hewitt,Australia,162.3,162.3
3.,Skaslien/Nedregotten,Norway,137.6,137.6
4.,Koana/Aoki,Japan,129.6,129.6
5.,Dodds/Mouat,Great Britain,122.7,122.7
6.,Matsumura/Tanida,Japan,115.6,115.6
7.,Homan/Bottcher,Alberta,115.1,115.1
8.,Walker/Muyres,Alberta,105.5,105.5
9.,Peterman/Gallant,Alberta,97.5,97.5
10.,Martin/Laycock,Saskatchewan,93.1,93.1
11.,Jones/Laing,Ontario,92.4,92.4
12.,Sandham/Craig,Ontario,90.3,90.3
13.,Perret/Rios,Switzerland,89.3,89.3
14.,Weagle/Epping,Ontario,88.3,88.3
15.,Wasylkiw/Konings,Ontario,82.8,82.8
16.,Jackson/McFadzean,Great Britain,79.8,79.8
17.,Zheng/Pietrangelo,Ontario,78.5,78.5
18.,Tran/Kleiter,Alberta,75.8,75.8
19.,Morrison/Lammie,Great Britain,69.1,69.1
20.,Abbes/Harsch,Germany,66.9,66.9
21.,Gionest/Desjardins,Quebec,62.8,62.8
22.,Neil/McDonald,Ontario,58.9,58.9
23.,Cotter/Cotter,British Columbia,56.6,56.6
24.,Armstrong/Griffith,British Columbia,56.5,56.5
25.,Lott/Lott,Manitoba,51.0,51.0
26.,Adams/Robichaud,New Brunswick,50.0,50.0
27.,Smith/Thomson,Ontario,49.9,49.9
28.,Walczak/Augustyniak,Poland,47.4,47.4
29.,Westman/Ahlberg,Sweden,46.5,46.5
30.,Roenning/Braenden,Norway,46.3,46.3
31.,Anderson/Stopera,Minnesota,45.0,45.0
32.,Thiesse/Dropkin,Minnesota,41.6,41.6
33.,Sinclair/Brydone,Scotland,41.3,41.3
34.,Han/Wang,China,40.9,40.9
35.,Bouchard/Charest,Quebec,39.0,39.0
36.,Sluchinski/Sluchinski,Alberta,38.3,38.3
37.,Zelingrova/Chabicovsky,Czechia,38.3,38.3
38.,Powers/Saunders,Nova Scotia,37.5,37.5
39.,Spruit/Spruit,Ontario,37.0,37.0
40.,Ford/Campbell,Ontario,37.0,37.0
41.,Engler/Wunderlin,Switzerland,35.9,35.9
42.,Paetz/Michel,Switzerland,35.4,35.4
43.,Bear/Oldenburg,Minnesota,35.0,35.0
44.,Arbuckle/Macdonell,Manitoba,34.9,34.9
45.,Papley/Van Amsterdam,Alberta,34.4,34.4
46.,Yang/Tian,China,34.3,34.3
47.,Moores/Wheeler,Colorado,33.7,33.7
48.,Weeks/Steep,Ontario,33.6,33.6
49.,Just/Cherpin,Saskatchewan,32.9,32.9
50.,Henderson/Hardie,Great Britain,32.3,32.3
51.,Mackenzie/Middleton,British Columbia,32.1,32.1
52.,Gamble/Kalthoff,Saskatchewan,30.6,30.6
53.,Springer/Springer,Saskatchewan,30.5,30.5
54.,Gagne/Morissette,Quebec,30.5,30.5
55.,Bailey/Sipura,Ontario,30.4,30.4
56.,Kim/Seong,Korea,29.9,29.9
57.,Maheux/Maheux,Quebec,29.5,29.5
58.,Woo/Wenzek,British Columbia,28.5,28.5
59.,Yildiz/Cakir,Turkiye,27.6,27.6
60.,Daly/Violette,Minnesota,27.2,27.2
61.,McGovern/Nathan,Ontario,26.5,26.5
62.,Hamilton/Hamilton,Wisconsin,26.3,26.3
63.,Paulova/Paul,Czechia,26.1,26.1
64.,Hasselborg/Eriksson,Sweden,26.0,26.0
65.,Dong/Fei,China,25.9,25.9
66.,Anderson-Heide/Richardson,Minnesota,25.8,25.8
67.,Otaegi/Unanue,Spain,24.8,24.8
68.,Reese-Hansen/Chester,British Columbia,24.4,24.4
69.,Parmiter/Burgess,New Brunswick,24.4,24.4
70.,Brunton/Horgan,Ontario,24.4,24.4
71.,Roach/Gilbert,Ontario,23.8,23.8
72.,Fellmann/Kovalchuk,Quebec,23.5,23.5
73.,Davie/Watt,Scotland,23.4,23.4
74.,McMillan/Bryce,Scotland,23.4,23.4
75.,Tremblay/Lanoue,Quebec,21.4,21.4
76.,Ford/Krowchuk,Ontario,21.2,21.2
77.,Burghout/Thompson,Ontario,21.0,21.0
78.,Wrana/Wrana,Sweden,19.5,19.5
79.,Baker/Lott,Manitoba,19.0,19.0
80.,Immonen/Sipila,Finland,18.4,18.4
81.,Weldon/Franey,Colorado,18.4,18.4
82.,Holterman/Holtermann,Denmark,18.0,18.0
83.,Smith/Smith,New Zealand,17.8,17.8
84.,Munro/Whyte,Great Britain,17.4,17.4
85.,Lyburn/Lyburn,Manitoba,17.3,17.3
86.,Tiuliakova/Totzek,Germany,17.3,17.3
87.,Laplante/Gibeau,Quebec,17.2,17.2
88.,de Val/Magnusson,Sweden,16.5,16.5
89.,Schwaller/Schwaller,Switzerland,16.5,16.5
90.,Gaidule/Buncis,Latvia,16.0,16.0
91.,Kitazawa/Usui,Japan,15.8,15.8
92.,Kiemele/Singer,Ontario,15.6,15.6
93.,Sanscartier/Caron,Quebec,15.5,15.5
94.,Wiseman/Smith,Newfoundland / Labrador,15.0,15.0
95.,Sweeting/Kennedy,Alberta,15.0,15.0
96.,Sturmay/Kleibrink,Alberta,14.8,14.8
97.,Heggestad/Heggestad,Ontario,14.3,14.3
98.,Butler/Butler,Ontario,14.1,14.1
99.,Mulville/Hale,Ontario,13.5,13.5
100.,DiBaggio/Visnich,Ohio,13.5,13.5
101.,Cottenoir/Martel,Quebec,13.1,13.1
102.,Ouellet/Rousseau,Quebec,12.7,12.7
103.,Mallett/Jackson,Ontario,12.2,12.2
104.,Podoll/Parry,North Dakota,11.3,11.3
105.,Kreviazuk/Mathers,Ontario,10.6,10.6
106.,Raniseth/Crough,Alberta,10.5,10.5
107.,Gargul/Girard,Montreal,10.1,10.1
108.,Scebbi/Scebbi,Ohio,10.1,10.1
109.,McGillivray/Cowan,British Columbia,10.1,10.1
110.,Liscumb/Liscumb,Ontario,10.1,10.1
111.,Gargul/Girard,Quebec,10.1,10.1
112.,Suuripaa/Rantamaki,Finland,9.9,9.9
113.,Wendling/Paral,Wisconsin,9.4,9.4
114.,Skrlik/Harty,Alberta,9.0,9.0
115.,Beaulieu/Pelletier,Quebec,8.6,8.6
116.,Wynter/Sallaj,New Brunswick,8.5,8.5
117.,Billo/Martin,Quebec,8.3,8.3
118.,Lipinska/Stych,Poland,8.3,8.3
119.,Mitchell/Johnston,Scotland,8.3,8.3
120.,Mueller/Seiwald,Austria,8.3,8.3
121.,Wilson/Dow,Ontario,8.1,8.1
122.,Cinnamon/Davies,Alberta,8.0,8.0
123.,Tanaka/Sato,Japan,7.9,7.9
124.,Feldkamp/Villard,Ontario,7.5,7.5
125.,Robertson/Robertson,Ontario,7.5,7.5
126.,Roth/Nernberger,Wisconsin,7.5,7.5
127.,Holt/Brenden,North Dakota,7.5,7.5
