Rank,Team,Location,YTD,TOTAL
1.,Dodds/Mouat,Great Britain,243.7,243.7
2.,Kaldvee/Lill,Estonia,240.0,240.0
3.,Gill/Hewitt,Australia,217.5,217.5
4.,Peterman/Gallant,Alberta,193.5,193.5
5.,Skaslien/Nedregotten,Norway,163.5,163.5
6.,Thiesse/Dropkin,Minnesota,152.6,152.6
7.,Koana/Aoki,Japan,129.6,129.6
8.,Paetz/Michel,Switzerland,127.3,127.3
9.,Matsumura/Tanida,Japan,127.1,127.1
10.,Lott/Lott,Manitoba,126.0,126.0
11.,Walker/Muyres,Alberta,125.0,125.0
12.,Martin/Laycock,Saskatchewan,116.4,116.4
13.,Jones/Laing,Ontario,116.3,116.3
14.,Homan/Bottcher,Alberta,115.1,115.1
15.,Sandham/Craig,Ontario,106.3,106.3
16.,Hasselborg/Eriksson,Sweden,96.8,96.8
17.,Perret/Rios,Switzerland,94.5,94.5
18.,Wasylkiw/Konings,Ontario,93.0,93.0
19.,Powers/Saunders,Nova Scotia,92.5,92.5
20.,Roenning/Braenden,Norway,90.6,90.6
21.,Adams/Robichaud,New Brunswick,88.8,88.8
22.,Weagle/Epping,Ontario,88.3,88.3
23.,Constantini/Zisa,Italy,86.8,86.8
24.,Kim/Seong,Korea,86.1,86.1
25.,Zheng/Pietrangelo,Ontario,86.0,86.0
26.,Jackson/McFadzean,Great Britain,79.8,79.8
27.,Abbes/Harsch,Germany,79.5,79.5
28.,Engler/Wunderlin,Switzerland,78.5,78.5
29.,Anderson/Stopera,Minnesota,78.0,78.0
30.,Tran/Kleiter,Alberta,75.8,75.8
31.,Zelingrova/Chabicovsky,Czechia,74.5,74.5
32.,Gionest/Desjardins,Quebec,70.3,70.3
33.,Morrison/Lammie,Great Britain,69.1,69.1
34.,Brunton/Horgan,Ontario,66.9,66.9
35.,Walczak/Augustyniak,Poland,64.5,64.5
36.,Immonen/Sipila,Finland,64.1,64.1
37.,Han/Wang,China,64.1,64.1
38.,Ford/Campbell,Ontario,63.3,63.3
39.,Neil/McDonald,Ontario,62.6,62.6
40.,Bear/Oldenburg,Minnesota,62.0,62.0
41.,Tremblay/Lanoue,Quebec,60.4,60.4
42.,Smith/Smith,New Zealand,59.0,59.0
43.,Smith/Thomson,Ontario,58.9,58.9
44.,Sluchinski/Sluchinski,Alberta,57.0,57.0
45.,Wrana/Wrana,Sweden,57.0,57.0
46.,Cotter/Cotter,British Columbia,56.6,56.6
47.,Armstrong/Griffith,British Columbia,56.5,56.5
48.,Gagne/Morissette,Quebec,53.0,53.0
49.,Weeks/Steep,Ontario,52.9,52.9
