Rank,Team,Location,YTD,TOTAL
1.,Kaldvee/Lill,Estonia,0.0,229.8
2.,Gill/Hewitt,Australia,0.0,190.5
3.,Dodds/Mouat,Great Britain,0.0,183.2
4.,Skaslien/Nedregotten,Norway,0.0,163.5
5.,Peterman/Gallant,Alberta,0.0,160.5
6.,Koana/Aoki,Japan,0.0,129.6
7.,Lott/Lott,Manitoba,0.0,126.0
8.,Walker/Muyres,Alberta,0.0,125.0
9.,Matsumura/Tanida,Japan,0.0,121.4
10.,Thiesse/Dropkin,Minnesota,0.0,119.6
11.,Martin/Laycock,Saskatchewan,0.0,116.4
12.,Jones/Laing,Ontario,0.0,116.3
13.,Homan/Bottcher,Alberta,0.0,115.1
14.,Paetz/Michel,Switzerland,0.0,106.7
15.,Sandham/Craig,Ontario,0.0,106.3
16.,Perret/Rios,Switzerland,0.0,94.5
17.,Wasylkiw/Konings,Ontario,0.0,93.0
18.,Powers/Saunders,Nova Scotia,0.0,92.5
19.,Roenning/Braenden,Norway,0.0,90.6
20.,Adams/Robichaud,New Brunswick,0.0,88.8
21.,Weagle/Epping,Ontario,0.0,88.3
22.,Zheng/Pietrangelo,Ontario,0.0,86.0
23.,Jackson/McFadzean,Great Britain,0.0,79.8
24.,Abbes/Harsch,Germany,0.0,79.5
25.,Engler/Wunderlin,Switzerland,0.0,78.5
26.,Anderson/Stopera,Minnesota,0.0,78.0
27.,Tran/Kleiter,Alberta,0.0,75.8
28.,Hasselborg/Eriksson,Sweden,0.0,72.0
29.,Gionest/Desjardins,Quebec,0.0,70.3
30.,Kim/Seong,Korea,0.0,69.6
31.,Morrison/Lammie,Great Britain,0.0,69.1
32.,Brunton/Horgan,Ontario,0.0,66.9
33.,Walczak/Augustyniak,Poland,0.0,64.5
34.,Ford/Campbell,Ontario,0.0,63.3
35.,Neil/McDonald,Ontario,0.0,62.6
36.,Zelingrova/Chabicovsky,Czechia,0.0,62.1
37.,Bear/Oldenburg,Minnesota,0.0,62.0
38.,Tremblay/Lanoue,Quebec,0.0,60.4
39.,Han/Wang,China,0.0,59.6
40.,Smith/Thomson,Ontario,0.0,58.9
41.,Sluchinski/Sluchinski,Alberta,0.0,57.0
42.,Wrana/Wrana,Sweden,0.0,57.0
43.,Cotter/Cotter,British Columbia,0.0,56.6
44.,Armstrong/Griffith,British Columbia,0.0,56.5
45.,Gagne/Morissette,Quebec,0.0,53.0
46.,Weeks/Steep,Ontario,0.0,52.9
47.,Bouchard/Charest,Quebec,0.0,50.4
48.,Westman/Ahlberg,Sweden,0.0,50.3
49.,Anderson-Heide/Richardson,Minnesota,0.0,49.8
50.,Papley/Van Amsterdam,Alberta,0.0,49.4
51.,Immonen/Sipila,Finland,0.0,46.1
52.,Holterman/Holtermann,Denmark,0.0,45.9
53.,Constantini/Zisa,Italy,0.0,45.5
54.,Riley/Mullen,Quebec,0.0,43.1
55.,Spruit/Spruit,Ontario,0.0,43.0
56.,Sinclair/Brydone,Scotland,0.0,41.3
