Rank,Team,Location,YTD,TOTAL
1.,Thiesse/Dropkin,Minnesota,212.2,212.2
2.,Gill/Hewitt,Australia,190.7,190.7
3.,Kim/Jeong,Korea,176.6,176.6
4.,Skaslien/Nedregotten,Norway,174.8,174.8
5.,Ford/Campbell,Ontario,150.3,150.3
6.,Ye/Yu,China,150.1,150.1
7.,Koana/Aoki,Japan,145.6,145.6
8.,Wrana/Wrana,Sweden,142.7,142.7
9.,Westman/Ahlberg,Sweden,137.5,137.5
10.,Dodds/Mouat,Great Britain,131.8,131.8
11.,Zelingrova/Chabicovsky,Czechia,130.6,130.6
12.,Gray-Withers/Pietrangelo,Alberta,128.4,128.4
13.,Neil/McDonald,Ontario,112.9,112.9
14.,Perret/Rios,Switzerland,106.8,106.8
15.,Adams/Robichaud,New Brunswick,90.7,90.7
16.,Sanscartier/Caron,Quebec,90.6,90.6
17.,Weeks/Steep,Ontario,88.6,88.6
18.,Matsumura/Tanida,Japan,84.0,84.0
19.,Craig/Craig,Ontario,83.9,83.9
20.,Kaldvee/Lill,Estonia,82.9,82.9
21.,Cinnamon/Tao,Alberta,80.2,80.2
22.,Brunton/Forget,Ontario,78.6,78.6
23.,Peterman/Gallant,Alberta,78.2,78.2
24.,Schwaller/Schwaller,Switzerland,75.3,75.3
25.,Han/Yu,China,75.0,75.0
26.,Gionest/Desjardins,Quebec,73.9,73.9
27.,Fenson/Stopera,Minnesota,71.8,71.8
28.,Constantini/Mosaner,Italy,71.6,71.6
29.,Kjaerland/Braenden,Norway,70.7,70.7
30.,Smith/Niepage,Ontario,68.7,68.7
31.,Zhang/Wang,China,64.5,64.5
32.,Jones/Laing,Ontario,62.9,62.9
33.,Walczak/Augustyniak,Poland,61.1,61.1
34.,McMillan/Bryce,Scotland,59.3,59.3
35.,Mallett/Jackson,Ontario,58.7,58.7
36.,Schoell/Sutor,Germany,57.8,57.8
37.,Cave/King,Ontario,55.3,55.3
38.,Martin/Laycock,Saskatchewan,54.9,54.9
39.,Spruit/Spruit,Ontario,52.9,52.9
40.,Watson/Beland,New Brunswick,52.6,52.6
41.,Maheux/Maheux,Quebec,52.4,52.4
42.,Engler/Wunderlin,Switzerland,51.7,51.7
43.,Tremblay/Lanoue,Quebec,51.3,51.3
44.,Nathan/Nathan,Ontario,50.3,50.3
45.,Senneker/Visnich,Michigan,47.6,47.6
46.,Gaidule/Buncis,Latvia,45.6,45.6
47.,Kim/Yoo,Korea,44.0,44.0
48.,Davie/Watt,Scotland,43.5,43.5
49.,Woo/Wenzek,British Columbia,42.1,42.1
50.,Wasylkiw/Konings,Ontario,41.8,41.8
51.,Homan/Bottcher,Alberta,41.7,41.7
52.,Roenning/Buraas,Denmark,41.5,41.5
53.,Wilson/Dow,Ontario,40.4,40.4
54.,Barbarin/Coulot,France,39.1,39.1
55.,Immonen/Sipila,Finland,37.8,37.8
56.,Forster/Forster,Ontario,36.8,36.8
57.,Bouchard/Charest,Quebec,36.7,36.7
58.,Kawleski/Kauffman,North Dakota,36.3,36.3
59.,Lee/Kim,Korea,36.0,36.0
60.,Abbes/Harsch,Germany,35.4,35.4
61.,Feldkamp/Villard,Ontario,35.2,35.2
62.,Moores/Wheeler,Colorado,33.3,33.3
63.,Lott/Lott,Manitoba,32.4,32.4
64.,Kim/Jeong,Korea,32.0,32.0
65.,Fleming/Bestland,Minnesota,30.4,30.4
66.,Sengul/Cakir,Turkiye,29.4,29.4
67.,Walker/Muyres,Alberta,27.3,27.3
68.,Cheal/Cheal,Quebec,27.0,27.0
69.,Tiuliakova/Totzek,Germany,26.9,26.9
70.,Bailey/Sipura,Ontario,26.6,26.6
71.,Butler/Butler,Ontario,26.4,26.4
72.,Hagenbuch/Laufer,Illinois,26.0,26.0
73.,Marchand/Charbonneau,Quebec,25.6,25.6
74.,Udvardi-Palancsa/Tatar,Hungary,25.3,25.3
75.,Loken/Tanaka,British Columbia,25.2,25.2
76.,Klimova/Klima,Czechia,24.6,24.6
77.,Klimova/Klima,Czechia,24.5,24.5
78.,Park/Kim,Korea,24.0,24.0
79.,Kim/Kim,Korea,24.0,24.0
80.,Shim/Park,Korea,24.0,24.0
81.,Kim/Lee,Korea,24.0,24.0
82.,Coleman/Robertson,California,23.9,23.9
83.,Burghout/Thompson,Ontario,23.7,23.7
84.,Campbell/Carr,New Brunswick,22.3,22.3
85.,Ford/Krowchuk,Ontario,21.3,21.3
86.,Wynter/Sallaj,New Brunswick,20.8,20.8
87.,Weldon/Franey,Colorado,20.3,20.3
88.,Berset/Hoesli,Switzerland,20.3,20.3
89.,Ryhorchuk/Peterson,Alberta,20.1,20.1
90.,Ostrowski/Nickel,Minnesota,20.1,20.1
91.,Ueno/Yamaguchi,Japan,20.0,20.0
92.,Hueppi/Weiss,Switzerland,19.9,19.9
93.,Blackburn/Fortin,Quebec,19.4,19.4
94.,Remeshylo/Derksen,Saskatchewan,19.3,19.3
95.,Holtermann/Holtermann,Denmark,19.3,19.3
96.,Dudt/Dudt,Pennsylvania,18.8,18.8
97.,Bomas/Gosgens,Netherlands,18.4,18.4
98.,Cull/Garand,Quebec,18.4,18.4
99.,Arbuckle/Macdonell,Manitoba,18.4,18.4
100.,Cottenoir/Martel,Quebec,18.3,18.3
101.,Tonoli/Hoekman,Netherlands,18.3,18.3
102.,Ouellet/Rousseau,Quebec,18.2,18.2
103.,Lee/Kim,Korea,18.0,18.0
104.,Johnston/Johnston,New Brunswick,18.0,18.0
105.,Podoll/Parry,North Dakota,17.9,17.9
