Rank,Team,Location,YTD,TOTAL
1.,Thiesse/Dropkin,Minnesota,212.2,212.2
2.,Gill/Hewitt,Australia,192.8,192.8
3.,Skaslien/Nedregotten,Norway,186.7,186.7
4.,Kim/Jeong,Korea,176.6,176.6
5.,Koana/Aoki,Japan,155.0,155.0
6.,Ford/Campbell,Ontario,150.3,150.3
7.,Ye/Yu,China,150.1,150.1
8.,Wrana/Wrana,Sweden,142.7,142.7
9.,Westman/Ahlberg,Sweden,137.5,137.5
10.,Zelingrova/Chabicovsky,Czechia,136.5,136.5
11.,Dodds/Mouat,Great Britain,131.8,131.8
12.,Gray-Withers/Pietrangelo,Alberta,128.4,128.4
13.,Perret/Rios,Switzerland,118.4,118.4
14.,Neil/McDonald,Ontario,112.9,112.9
15.,Sanscartier/Caron,Quebec,102.5,102.5
16.,Matsumura/Tanida,Japan,99.8,99.8
17.,Kaldvee/Lill,Estonia,99.6,99.6
18.,Adams/Robichaud,New Brunswick,90.7,90.7
19.,Weeks/Steep,Ontario,88.6,88.6
20.,Craig/Craig,Ontario,83.9,83.9
21.,Kjaerland/Braenden,Norway,83.3,83.3
22.,Cinnamon/Tao,Alberta,80.2,80.2
23.,Brunton/Forget,Ontario,78.6,78.6
24.,Peterman/Gallant,Alberta,78.2,78.2
25.,Gionest/Desjardins,Quebec,75.5,75.5
26.,Schwaller/Schwaller,Switzerland,75.3,75.3
27.,Han/Yu,China,75.0,75.0
28.,Walczak/Augustyniak,Poland,74.5,74.5
29.,Fenson/Stopera,Minnesota,71.8,71.8
30.,Constantini/Mosaner,Italy,71.6,71.6
31.,Smith/Niepage,Ontario,68.7,68.7
32.,Zhang/Wang,China,64.5,64.5
33.,Jones/Laing,Ontario,62.9,62.9
34.,McMillan/Bryce,Scotland,59.3,59.3
35.,Mallett/Jackson,Ontario,58.7,58.7
36.,Schoell/Sutor,Germany,57.8,57.8
37.,Tremblay/Lanoue,Quebec,57.5,57.5
38.,Lott/Lott,Manitoba,56.4,56.4
39.,Woo/Wenzek,British Columbia,55.8,55.8
40.,Cave/King,Ontario,55.3,55.3
41.,Martin/Laycock,Saskatchewan,54.9,54.9
42.,Spruit/Spruit,Ontario,52.9,52.9
43.,Watson/Beland,New Brunswick,52.6,52.6
44.,Maheux/Maheux,Quebec,52.4,52.4
45.,Engler/Wunderlin,Switzerland,51.7,51.7
46.,Nathan/Nathan,Ontario,50.3,50.3
47.,Senneker/Visnich,Michigan,47.6,47.6
48.,Gaidule/Buncis,Latvia,45.6,45.6
49.,Bouchard/Charest,Quebec,45.0,45.0
50.,Barbarin/Coulot,France,44.8,44.8
51.,Kim/Yoo,Korea,44.0,44.0
52.,Davie/Watt,Scotland,43.5,43.5
53.,Wasylkiw/Konings,Ontario,41.8,41.8
54.,Homan/Bottcher,Alberta,41.7,41.7
55.,Roenning/Buraas,Denmark,41.5,41.5
56.,Powers/Saunders,Nova Scotia,41.3,41.3
57.,Wilson/Dow,Ontario,40.4,40.4
58.,Immonen/Sipila,Finland,37.8,37.8
59.,Feldkamp/Villard,Ontario,37.6,37.6
60.,Forster/Forster,Ontario,36.8,36.8
61.,Kawleski/Kauffman,North Dakota,36.3,36.3
62.,Lee/Kim,Korea,36.0,36.0
63.,Abbes/Harsch,Germany,35.4,35.4
64.,Udvardi-Palancsa/Tatar,Hungary,33.8,33.8
65.,Moores/Wheeler,Colorado,33.3,33.3
66.,Kim/Jeong,Korea,32.0,32.0
67.,Fleming/Bestland,Minnesota,30.4,30.4
68.,Sengul/Cakir,Turkiye,29.4,29.4
69.,Walker/Muyres,Alberta,27.3,27.3
70.,Cheal/Cheal,Quebec,27.0,27.0
71.,Bailey/Sipura,Ontario,26.6,26.6
72.,Butler/Butler,Ontario,26.4,26.4
73.,Gagne/Morissette,Quebec,26.4,26.4
74.,Hagenbuch/Laufer,Illinois,26.0,26.0
75.,Marchand/Charbonneau,Quebec,25.6,25.6
76.,Loken/Tanaka,British Columbia,25.2,25.2
77.,Klimova/Klima,Czechia,24.6,24.6
78.,Klimova/Klima,Czechia,24.5,24.5
79.,Kim/Kim,Korea,24.0,24.0
80.,Shim/Park,Korea,24.0,24.0
81.,Park/Kim,Korea,24.0,24.0
82.,Kim/Lee,Korea,24.0,24.0
83.,Coleman/Robertson,California,23.9,23.9
84.,Burghout/Thompson,Ontario,23.7,23.7
85.,Cihlarova/Macek,Czechia,22.8,22.8
86.,Thunman/Granbom,Sweden,22.5,22.5
87.,Campbell/Carr,New Brunswick,22.3,22.3
88.,Bomas/Gosgens,Netherlands,21.6,21.6
89.,Hueppi/Weiss,Switzerland,21.5,21.5
90.,Tonoli/Hoekman,Netherlands,21.4,21.4
91.,Ueno/Yamaguchi,Japan,21.3,21.3
92.,Ford/Krowchuk,Ontario,21.3,21.3
93.,Wynter/Sallaj,New Brunswick,20.8,20.8
94.,Cull/Garand,Quebec,20.7,20.7
95.,Weldon/Franey,Colorado,20.3,20.3
96.,Berset/Hoesli,Switzerland,20.3,20.3
97.,Ryhorchuk/Peterson,Alberta,20.1,20.1
98.,Ostrowski/Nickel,Minnesota,20.1,20.1
99.,Blackburn/Fortin,Quebec,19.4,19.4
100.,Remeshylo/Derksen,Saskatchewan,19.3,19.3
101.,Holtermann/Holtermann,Denmark,19.3,19.3
102.,Dudt/Dudt,Pennsylvania,18.8,18.8
103.,Arbuckle/Macdonell,Manitoba,18.4,18.4
104.,Cottenoir/Martel,Quebec,18.3,18.3
105.,Ouellet/Rousseau,Quebec,18.2,18.2
106.,Lee/Kim,Korea,18.0,18.0
107.,Johnston/Johnston,New Brunswick,18.0,18.0
108.,Podoll/Parry,North Dakota,17.9,17.9
109.,Tanguay/Charbonneau,Quebec,17.8,17.8
110.,Neary/Hancock,Newfoundland / Labrador,17.5,17.5
111.,Richards/Davies,Alberta,17.1,17.1
112.,Burgess/Morin,Alberta,16.9,16.9
113.,Kiemele/Singer,Ontario,16.5,16.5
114.,Otaegi/Unanue,Spain,16.5,16.5
115.,Springer/Springer,Saskatchewan,16.1,16.1
116.,Scebbi/Scebbi,Ohio,15.7,15.7
117.,Jensen/Meister,British Columbia,15.4,15.4
118.,Meister/Jensen,British Columbia,15.4,15.4
119.,Holt/Brenden,North Dakota,15.3,15.3
120.,Leong/Munroe,Alberta,15.2,15.2
121.,Munroe/Leong,Alberta,15.2,15.2
122.,Sutor/Totzek,Germany,15.0,15.0
123.,Kim/Seong,Korea,15.0,15.0
124.,Wright/Sinclair,Ontario,14.8,14.8
125.,Wiseman/Smith,Newfoundland / Labrador,14.8,14.8
126.,Matulova/Moravcik,Slovakia,14.7,14.7
127.,Lamontagne/LaMontagne,Saskatchewan,14.7,14.7
128.,Papley/Van Amsterdam,Alberta,14.4,14.4
129.,Hallstroem/Patz,Sweden,14.3,14.3
130.,Tracy/Riggs,New Brunswick,14.3,14.3
131.,Robertson/Robertson,Ontario,14.1,14.1
132.,Barbosa/Jewell,Ontario,14.1,14.1
133.,Grassie/Trembath,Manitoba,14.0,14.0
134.,Trembath/Grassie,Manitoba,14.0,14.0
135.,Serra/Tompkins,Mexico,13.7,13.7
136.,Ferguson/Keon,Ontario,13.6,13.6
137.,Fellmann/Kovalchuk,Quebec,13.6,13.6
138.,Kraft/Kraft,North Dakota,13.4,13.4
