Rank,Team,Location,YTD,TOTAL
1.,Kaldvee/Lill,Estonia,20.7,250.5
2.,Gill/Hewitt,Australia,30.3,220.8
3.,Skaslien/Nedregotten,Norway,25.3,188.8
4.,Peterman/Gallant,Alberta,0.0,160.5
5.,Thiesse/Dropkin,Minnesota,24.8,144.4
6.,Koana/Aoki,Japan,0.0,129.6
7.,Lott/Lott,Manitoba,0.0,126.0
8.,Walker/Muyres,Alberta,0.0,125.0
9.,Matsumura/Tanida,Japan,0.0,121.4
10.,Martin/Laycock,Saskatchewan,0.0,116.4
11.,Jones/Laing,Ontario,0.0,116.3
12.,Craig/Craig,Ontario,0.0,106.3
13.,Adams/Robichaud,New Brunswick,15.0,103.8
14.,Perret/Rios,Switzerland,5.2,99.7
15.,Abbes/Harsch,Germany,13.8,93.3
16.,Wasylkiw/Konings,Ontario,0.0,93.0
17.,Powers/Saunders,Nova Scotia,0.0,92.5
18.,Anderson/Stopera,Minnesota,0.0,78.0
19.,Kim/Seong,Korea,7.5,77.1
20.,Zelingrova/Chabicovsky,Czechia,13.5,75.6
21.,Gionest/Desjardins,Quebec,4.3,74.5
22.,Walczak/Augustyniak,Poland,5.2,69.7
23.,Westman/Ahlberg,Sweden,18.4,68.7
24.,Gray-Withers/Pietrangelo,Alberta,18.0,66.1
25.,Kjaerland/Braenden,Norway,13.8,65.0
26.,Tremblay/Lanoue,Quebec,4.3,64.6
27.,Ford/Campbell,Ontario,0.0,63.3
28.,Neil/McDonald,Ontario,0.0,62.6
29.,Papley/Van Amsterdam,Alberta,7.2,56.7
30.,Bouchard/Charest,Quebec,4.3,54.6
31.,Gagne/Morissette,Quebec,0.0,53.0
32.,Weeks/Steep,Ontario,0.0,52.9
33.,Immonen/Sipila,Finland,3.5,49.6
34.,Brunton/Forget,Ontario,0.0,47.5
35.,Zhang/Wang,China,13.8,43.6
36.,Paulova/Paul,Czechia,3.5,43.3
37.,Spruit/Spruit,Ontario,0.0,43.0
38.,Maheux/Maheux,Quebec,11.0,41.3
39.,Arbuckle/Macdonell,Manitoba,2.7,40.6
40.,Mackenzie/Middleton,British Columbia,7.2,39.3
41.,Woo/Wenzek,British Columbia,9.4,37.9
42.,Smith/Niepage,Ontario,7.2,36.6
43.,Springer/Springer,Saskatchewan,0.0,36.0
44.,Otaegi/Unanue,Spain,3.5,35.8
45.,Ye/Yu,China,34.5,34.5
46.,Fellmann/Kovalchuk,Quebec,2.3,34.3
47.,Moores/Wheeler,Colorado,0.0,33.7
48.,Just/Cherpin,Saskatchewan,0.0,32.9
49.,Laplante/Gibeau,Quebec,0.0,31.4
50.,Schoell/Sutor,Germany,3.5,31.1
51.,Tiuliakova/Totzek,Germany,0.0,31.0
52.,Bailey/Sipura,Ontario,0.0,30.4
53.,Kim/Jeong,Korea,30.0,30.0
54.,Parmiter/Burgess,New Brunswick,0.0,28.1
55.,Schwaller/Schwaller,Switzerland,4.1,27.4
56.,Harris/Chester,British Columbia,5.1,26.7
57.,Nathan/Nathan,Ontario,0.0,26.5
58.,Gaidule/Buncis,Latvia,0.0,26.3
59.,Roach/Gilbert,Ontario,0.0,23.8
60.,Burghout/Thompson,Ontario,0.0,22.9
61.,Kim/Yoo,Korea,22.0,22.0
62.,Weldon/Franey,Colorado,0.0,21.8
63.,Sanscartier/Caron,Quebec,0.0,21.5
64.,Cinnamon/Tao,Alberta,1.8,21.4
65.,Ford/Krowchuk,Ontario,0.0,21.2
66.,Ouellet/Rousseau,Quebec,0.8,20.0
67.,Sengul/Cakir,Turkiye,3.5,19.9
68.,Lee/Kim,Korea,18.0,18.0
69.,Cottenoir/Martel,Quebec,0.0,16.3
