Rank,Team,Location,YTD,TOTAL
1.,Thiesse/Dropkin,Minnesota,443.5,443.5
2.,Dodds/Mouat,Great Britain,442.2,442.2
3.,Wrana/Wrana,Sweden,438.2,438.2
4.,Gill/Hewitt,Australia,365.5,365.5
5.,Skaslien/Nedregotten,Norway,318.7,318.7
6.,Kaldvee/Lill,Estonia,310.0,310.0
7.,Peterman/Gallant,Alberta,275.4,275.4
8.,Koana/Aoki,Japan,258.4,258.4
9.,Constantini/Mosaner,Italy,258.0,258.0
10.,Matsumura/Tanida,Japan,201.9,201.9
11.,Perret/Rios,Switzerland,195.0,195.0
12.,Zelingrova/Chabicovsky,Czechia,194.5,194.5
13.,Craig/Craig,Ontario,181.8,181.8
14.,Ford/Campbell,Ontario,181.6,181.6
15.,Kim/Jeong,Korea,176.6,176.6
16.,Martin/Laycock,Saskatchewan,169.6,169.6
17.,Westman/Ahlberg,Sweden,169.3,169.3
18.,Jones/Laing,Ontario,168.1,168.1
19.,Lott/Lott,Manitoba,158.4,158.4
20.,Walker/Muyres,Alberta,152.3,152.3
21.,Adams/Robichaud,New Brunswick,150.1,150.1
22.,Ye/Yu,China,150.1,150.1
23.,Fenson/Stopera,Minnesota,149.8,149.8
24.,Neil/McDonald,Ontario,146.1,146.1
25.,Gionest/Desjardins,Quebec,144.2,144.2
26.,Brunton/Forget,Ontario,137.5,137.5
27.,Wasylkiw/Konings,Ontario,133.4,133.4
28.,Engler/Wunderlin,Switzerland,127.2,127.2
29.,Schwaller/Schwaller,Switzerland,127.1,127.1
30.,Weeks/Steep,Ontario,126.8,126.8
31.,Kjaerland/Braenden,Norway,121.9,121.9
32.,Walczak/Augustyniak,Poland,121.4,121.4
33.,Homan/Bottcher,Alberta,115.1,115.1
34.,Abbes/Harsch,Germany,114.9,114.9
35.,Tremblay/Lanoue,Quebec,112.3,112.3
36.,Sanscartier/Caron,Quebec,111.4,111.4
37.,Mallett/Jackson,Ontario,108.0,108.0
38.,Gray-Withers/Pietrangelo,Alberta,103.1,103.1
39.,Powers/Saunders,Nova Scotia,96.4,96.4
40.,Smith/Niepage,Ontario,94.5,94.5
41.,Zhang/Wang,China,93.3,93.3
42.,Spruit/Spruit,Ontario,91.7,91.7
43.,Nathan/Nathan,Ontario,88.4,88.4
44.,Bouchard/Charest,Quebec,87.6,87.6
45.,Roenning/Buraas,Denmark,86.8,86.8
46.,Kim/Seong,Korea,84.6,84.6
47.,Schoell/Sutor,Germany,83.0,83.0
48.,McMillan/Bryce,Scotland,82.6,82.6
49.,Immonen/Sipila,Finland,80.7,80.7
50.,Maheux/Maheux,Quebec,77.8,77.8
51.,Wilson/Dow,Ontario,76.6,76.6
52.,Papley/Van Amsterdam,Alberta,75.8,75.8
53.,Gagne/Morissette,Quebec,74.2,74.2
54.,Gaidule/Buncis,Latvia,70.1,70.1
55.,Moores/Wheeler,Colorado,67.0,67.0
56.,Woo/Wenzek,British Columbia,66.9,66.9
57.,Cinnamon/Tao,Alberta,66.9,66.9
58.,Davie/Watt,Scotland,66.8,66.8
59.,Holtermann/Holtermann,Denmark,65.2,65.2
60.,Cave/King,Ontario,60.6,60.6
61.,Tiuliakova/Totzek,Germany,57.9,57.9
62.,Cottenoir/Martel,Quebec,57.6,57.6
63.,Bailey/Sipura,Ontario,56.1,56.1
64.,Senneker/Visnich,Michigan,54.7,54.7
65.,Cheal/Cheal,Quebec,54.3,54.3
66.,Springer/Springer,Saskatchewan,53.2,53.2
67.,Ford/Krowchuk,Ontario,52.6,52.6
